,base_market,quote_market,hedge_ratio,half_life
0,ETH-USD,MOTHER-USD,27486.697057202127,4.580729661318302
1,LINK-USD,MATIC-USD,31.61403237683942,4.744620405815538
2,LINK-USD,MOTHER-USD,121.73587209647651,3.766281011819142
3,MATIC-USD,UNI-USD,0.06094820983551854,9.174603909112447
4,MATIC-USD,MOTHER-USD,3.8424705513590234,3.572391847953804
5,ADA-USD,AVAX-USD,0.011478078812226995,6.277718563025656
6,ADA-USD,FIL-USD,0.07794574667631107,10.65445071721857
7,ADA-USD,DOGE-USD,2.5492321290038538,6.590549771141493
8,ADA-USD,DOT-USD,0.06535093111456669,7.547829979124011
9,ADA-USD,UNI-USD,0.04423386188326443,5.397431171137578
10,ADA-USD,NEAR-USD,0.04684456305381366,7.358037823051539
11,ADA-USD,ETC-USD,0.01811003735524391,6.4266346458521015
12,ADA-USD,APE-USD,0.3830442728452288,10.028928502077694
13,ADA-USD,OP-USD,0.1910244059565988,8.443862446761548
14,ADA-USD,PEPE-USD,19800.440900006208,7.895575911053853
15,ADA-USD,SHIB-USD,22672.805157535266,10.448384638771511
16,ADA-USD,MOTHER-USD,2.8012938877885696,3.0980481605661834
17,ADA-USD,TREMP-USD,0.2655704252271337,13.443515795114966
18,ADA-USD,ZRO-USD,0.06096847091303065,11.237864535409935
19,ADA-USD,ZK-USD,1.496142808466054,9.652475215889192
20,AVAX-USD,ATOM-USD,5.19402364594286,10.609872431909283
21,AVAX-USD,UNI-USD,3.8022093712133893,13.31232007235215
22,AVAX-USD,NEAR-USD,4.060408820176059,10.591791470637371
23,AVAX-USD,WLD-USD,10.326338608463034,8.582265757004244
24,AVAX-USD,PEPE-USD,1719984.2240905506,7.95290553203831
25,AVAX-USD,SHIB-USD,1965572.909698498,8.685092225959822
26,AVAX-USD,MOTHER-USD,244.37733552668115,2.851700732658434
27,FIL-USD,DOGE-USD,32.179006955133666,9.00886140520767
28,FIL-USD,ATOM-USD,0.7593646711638714,9.72988071917506
29,FIL-USD,ETC-USD,0.22894584356731065,9.003987320976744
30,FIL-USD,OP-USD,2.4294489013967087,6.707908747419042
31,FIL-USD,SHIB-USD,287340.6993334499,8.498929825274933
32,FIL-USD,MOTHER-USD,34.91287668981206,3.4776869533568084
33,FIL-USD,ZK-USD,19.064532669800556,6.787447394195151
34,LTC-USD,MOTHER-USD,487.4135828892577,4.027840686316895
35,DOGE-USD,ATOM-USD,0.023390392165404478,7.623466631323299
36,DOGE-USD,NEAR-USD,0.018238978330542367,8.592167767653853
37,DOGE-USD,OP-USD,0.0743995437836483,8.256364092022725
38,DOGE-USD,DEGEN-USD,8.8844340132326,11.483418693501822
39,DOGE-USD,MOTHER-USD,1.090489042426021,3.2336783471223898
40,DOGE-USD,ZRO-USD,0.023816917579024204,11.46596775334797
41,DOGE-USD,ZK-USD,0.5851286525515207,7.470740665427416
42,ATOM-USD,WLD-USD,1.964343336904964,7.422273011424259
43,ATOM-USD,PEPE-USD,326966.6300146422,6.038572346969127
44,ATOM-USD,SHIB-USD,374237.8185243234,7.826492931055116
45,ATOM-USD,BONK-USD,157639.600956757,10.522522775093897
46,ATOM-USD,MOTHER-USD,46.92904497339882,2.677931023729226
47,ATOM-USD,ZRO-USD,1.001596040956629,13.069126715180438
48,ATOM-USD,ZK-USD,24.783586494154022,6.138401880951647
49,DOT-USD,UNI-USD,0.667683870206462,8.953437048819422
50,DOT-USD,MOTHER-USD,41.74851780730906,3.693546199358403
51,UNI-USD,BCH-USD,0.016591220524412562,23.789973285876666
52,UNI-USD,NEAR-USD,1.0476787066696147,11.393555320231135
53,UNI-USD,ETC-USD,0.4067190567193831,8.913093195808816
54,UNI-USD,MOTHER-USD,62.088983331352246,3.6778142848664315
55,TRX-USD,MOTHER-USD,0.38631785880128755,6.977080405188147
56,NEAR-USD,MOTHER-USD,58.34804789646156,3.6390005026088965
57,NEAR-USD,TREMP-USD,5.659981858961989,14.662422654092818
58,MKR-USD,LDO-USD,1509.9552850910072,18.11223415620727
59,ETC-USD,MOTHER-USD,152.90900806641937,3.411844982333543
60,ETC-USD,ZRO-USD,3.347854266325255,12.254240707085513
61,ETC-USD,ZK-USD,82.4341112503236,8.054816352676877
62,WLD-USD,PEPE-USD,164647.1862526057,6.272326073446803
63,WLD-USD,SHIB-USD,188467.5910568828,6.502321837769589
64,WLD-USD,BONK-USD,79519.94895037176,10.21157956317869
65,WLD-USD,MOTHER-USD,23.74143514294542,2.484027261743594
66,WLD-USD,TREMP-USD,2.2460441130059143,10.987444812880765
67,WLD-USD,ZRO-USD,0.5071944219373293,10.477431738132637
68,WLD-USD,ZK-USD,12.420340993688768,10.148260958990166
69,APE-USD,PEPE-USD,51319.74253841968,7.865864584173805
70,APE-USD,MOTHER-USD,7.360325979619557,2.5970907897954407
71,APE-USD,ZRO-USD,0.1588318641727429,10.129148393964185
72,APT-USD,DEGEN-USD,458.6709684005864,9.99518565982937
73,ARB-USD,DEGEN-USD,54.004138032259036,11.794684852757769
74,ARB-USD,MOTHER-USD,6.372610633487297,4.307554098339691
75,BLUR-USD,DEGEN-USD,14.621338214457667,11.06193800826141
76,LDO-USD,MOTHER-USD,19.135673159680117,4.181113600849409
77,OP-USD,DEGEN-USD,117.3838049517409,12.588511297996314
78,OP-USD,MOTHER-USD,14.117190269123299,3.955676035922142
79,PEPE-USD,SHIB-USD,1.1366282638683354,6.806791830986293
80,PEPE-USD,MOTHER-USD,0.00014265131339915183,2.5462322196715212
81,PEPE-USD,TREMP-USD,1.3449966552922381e-05,12.901329362756853
82,PEPE-USD,ZRO-USD,3.0711825224364543e-06,10.991959398730996
83,PEPE-USD,ZK-USD,7.527226594465704e-05,7.66041987110573
84,SEI-USD,DEGEN-USD,28.43165036138479,13.509529438584163
85,SHIB-USD,DEGEN-USD,0.0009959403201787306,10.810983809000819
86,SHIB-USD,MOTHER-USD,0.000123496169192106,2.8797117804550214
87,SHIB-USD,ZRO-USD,2.6640280512039075e-06,9.330526536804113
88,SHIB-USD,ZK-USD,6.530909332164712e-05,7.060668622599821
89,TIA-USD,DEGEN-USD,211.37569212700046,14.640688585879388
90,TIA-USD,MOTHER-USD,21.12144941946792,13.094717844229159
91,BONK-USD,MOTHER-USD,0.0002952445953233318,2.3168905962191353
92,DEGEN-USD,MOTHER-USD,0.10473513327735348,6.25609323140805
93,DEGEN-USD,ZK-USD,0.05563950715748183,11.411202845199979
94,BODEN-USD,MOTHER-USD,-0.0010376264583998951,0.8191312169477797
95,BODEN-USD,MOG-USD,540.8686211677655,0.8088458965544463
96,BODEN-USD,TRUMP-USD,0.00021504968957742937,0.8055343502187791
97,BODEN-USD,TREMP-USD,0.0012156892571604256,0.808419148362256
98,BODEN-USD,ZRO-USD,0.00034500333242153174,0.8131583413285262
99,BODEN-USD,ZK-USD,0.0071789940374067185,0.8149707417940291
100,MOTHER-USD,TRUMP-USD,0.007379534197875448,8.108357515667274
101,MOTHER-USD,TREMP-USD,0.08629037933629595,2.6271987366360263
102,MOTHER-USD,ZRO-USD,0.01837255352770423,2.409188741113245
103,MOTHER-USD,ZK-USD,0.44286834168263023,2.696780808740068
104,ZRO-USD,ZK-USD,23.908250286155738,12.059841915476175
